index	Year	Type	Country	Activity	Injury	Fatal	NOT Fatal	Boating	Invalid
3977	1960	Unprovoked	USA	Swimming from camp	FATAL	1	0	0	0
3978	1960	Unprovoked	PAPUA NEW GUINEA	Spearfishing	Arm severed, torso severely  lacerated	0	1	0	0
3979	1960	Unprovoked	USA	Pulling raft out to ride to shore	Leg bitten	0	1	0	0
3980	1960	Provoked	USA	Fishing, tossing netted shark onboard	Right arm bitten  PROVOKED INCIDENT	0	1	0	0
3981	1960	Unprovoked	PAPUA NEW GUINEA	Fishing	Right buttock slashed	0	1	0	0
3982	1960	Provoked	USA	Surf fishing	Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT	0	1	0	0
3983	1960	Provoked	NEW ZEALAND	Shark fishing	Harpooned shark bit boat PROVOKED INCIDENT	0	1	0	0
3984	1960	Provoked	NORTH SEA	Fishing	Right arm bitten by shark taken onboard in net PROVOKED INCIDENT	0	1	0	0
3985	1960	Unprovoked	USA	Scuba diving	No injury, shark harrassed diver & attempted to bite his swimfins	0	1	0	0
3986	1960	Invalid	USA	Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion	Legs & arms bitten, coroner unable to determine if injuries occurred before death.	0	0	0	1
3987	1960	Unprovoked	PHILIPPINES	Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water	FATAL, body not recovered	1	0	0	0
3988	1960	Unprovoked	USA	Swimming	Lower left leg & foot bitten	0	1	0	0
3989	1960	Unprovoked	PANAMA	Spearfishing, free diving, possibly ascended into path of cruising shark	Face lacerated	0	1	0	0
3990	1960	Unprovoked	BERMUDA	Free diving but treading water at surface	Foot bitten	0	1	0	0
3991	1960	Unprovoked	USA	Swimming 	Left leg bitten, surgically amputated below the knee	0	1	0	0
3992	1960	Provoked	USA		No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT	0	1	0	0
3993	1960	Unprovoked	PAPUA NEW GUINEA		FATAL	1	0	0	0
3994	1960	Unprovoked	SOUTH AFRICA	Treading water	Multiple major injuries	0	1	0	0
3995	1960	Unprovoked	USA	Skindiving for abalone (but at surface)	Foot & swim fin bitten 	0	1	0	0
3996	1960	Provoked	AUSTRALIA	Fishing, hauling in a set line	4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT	0	1	0	0
3997	1960	Provoked	SOUTH AFRICA	Fishing	Gaffed shark bit his ankle PROVOKED INCIDENT	0	1	0	0
3998	1960	Invalid	BERMUDA	Floating on a raft	No injury, 5 sharks bumped raft	0	0	0	1
3999	1960	Unprovoked	AUSTRALIA	Surfing	Right arm & side bruised	0	1	0	0
4000	1960	Provoked	AUSTRALIA	Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.	Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT	0	1	0	0
4001	1960	Unprovoked	AUSTRALIA	Spearfishing	Minor cuts & bruises on face & neck	0	1	0	0
4002	1960	Unprovoked	AUSTRALIA	Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into shark’s mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.	Minor injuries to hand	0	1	0	0
4003	1960	Provoked	AUSTRALIA	Shark fishing	Hooked shark bit stern  PROVOKED INCIDENT	0	1	0	0
4004	1960	Unprovoked	FIJI	Fishing in shoulder-deep water	FATAL, legs bitten 	1	0	0	0
4005	1960	Provoked	PHILIPPINES	Fishing, hooked shark towed boat out to sea, storm swamped boat	FATAL, due to drowning PROVOKED INCIDENT	1	0	0	0
4006	1960	Boating	SOUTH AFRICA	Fishing	Shark rammed boat & bit transom	0	0	1	0
4007	1960	Unprovoked	USA	Treading water	Ankle bitten, hand injured while striking shark	0	1	0	0
4008	1960	Unprovoked	GUAM	Spearfishing, carrying fish on belt	Thigh bitten	0	1	0	0
4009	1960	Unprovoked	AUSTRALIA	Wading, fishing for flounder	No injury, Robertson knocked over & Hasler brushed by a shark	0	1	0	0
4010	1960	Unprovoked	NEW ZEALAND	Spearfishing	No injury, leg bumped by shark's tail	0	1	0	0
4011	1960	Invalid	USA	Spearfishing	Left forearm lacerated	0	0	0	1
4012	1960	Provoked	SENEGAL	Fishing	Calf bitten by shark caught in net PROVOKED INCIDENT	0	1	0	0
4013	1960	Unprovoked	PAPUA NEW GUINEA	Spearfishing	FATAL, legs bitten 	1	0	0	0
4014	1960	Provoked	AUSTRALIA	Shark fishing	No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT	0	1	0	0
4015	1960	Provoked	AUSTRALIA	Spearfishing	No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT	0	1	0	0
4016	1960	Invalid	USA	S2F-1 airplane crashed immediately after carrier take-off	Of crew of 4, only 1 person survived (broken legs but no shark bites). Within 20 minutes of his rescue large sharks were in area. No remains of other 3 crew recovered, and shark involvement in their deaths is questionable. 	0	0	0	1
4017	1960	Unprovoked	PAPUA NEW GUINEA		Lower left leg bitten, surgically amputated	0	1	0	0
4018	1960	Sea Disaster		Portuguese Airliner with 9 people aboard went down. 	As searchers approached wreckage, sharks circled one canoe & seized oar from another.	0	0	0	0
4019	1960	Boating	AUSTRALIA		No injury to occupants, shark lifted boat	0	0	1	0
4020	1960	Unprovoked	AUSTRALIA	Free diving	FATAL, right leg severed above knee, surgically amputated but died 9 days later 	1	0	0	0
4021	1960	Provoked	AUSTRALIA	Fishing, lifting shark out of craypot	Upper leg bitten PROVOKED INCIDENT	0	1	0	0
4022	1960	Boating	AUSTRALIA	Setting crayfish pots	No injury to occupant, shark rammed boat	0	0	1	0
4023	1960	Provoked	SOUTH AFRICA	Standing, watching seine netters	Left leg bitten by shark that escaped net  PROVOKED INCIDENT	0	1	0	0
4024	1960	Unprovoked	NICARAGUA	Bathing	Survived	0	1	0	0
4025	1960	Unprovoked	GRENADA	Spearfishing	Toe bitten	0	1	0	0
4026	1960	Invalid	CARIBBEAN SEA	Aircraft crashed into sea	"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,"	0	0	0	1
4027	1960	Unprovoked	SRI LANKA	Spearfishing	No injury	0	1	0	0
4028	1960	Unprovoked	SRI LANKA	Collecting ornamental fish	No injury, beat off shark with his collecting net	0	1	0	0
4029	1960	Unprovoked	FIJI	Spearfishing	Right arm abraded, circular piece of tissue removed from left calf	0	1	0	0
4030	1960	Unprovoked	PAPUA NEW GUINEA	Spear fishing, removing fish from spear	FATAL, foot severed, hip bitten	1	0	0	0
4031	1960	Unprovoked	PAPUA NEW GUINEA	Fishing	Slight lacerations to leg	0	1	0	0
4032	1960	Unprovoked	MOZAMBIQUE	Swimming	FATAL	1	0	0	0
4033	1960	Unprovoked	SOUTH AFRICA	Wading	Heel lacerated, hand lacerated & abraded	0	1	0	0
4034	1959	Boating	AUSTRALIA	Paddling	No injury to occupants	0	0	1	0
4035	1959	Boating	AUSTRALIA	Fishing	No injury to occupants	0	0	1	0
4036	1959	Unprovoked	PAPUA NEW GUINEA	Swimming underneath house on pilings	FATAL, right leg severed	1	0	0	0
4037	1959	Unprovoked	AUSTRALIA	Dived from dinghy to retrieve oar in heavy seas	FATAL	1	0	0	0
4038	1959	Sea Disaster	PHILIPPINES	ship M.V. Rizal sank during typhoon	65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.	1	0	0	0
4039	1959	Provoked	AUSTRALIA	Spearfishing, Smith  & Walker touched shark with tip of their guns	Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT	0	1	0	0
4040	1959	Invalid	AUSTRALIA	Spearfishing	No injury, shark made threat display, one diver shot shark in jaw, then they killed shark with knives  	0	0	0	1
4041	1959	Boating	NEW ZEALAND	Fishing for snapper	No injury to occupant, shark sank dinghy	0	0	1	0
4042	1959	Sea Disaster	MALDIVE ISLANDS	17 Maldivians adrift in open boat for 31 days	FATAL	1	0	0	0
4043	1959	Unprovoked	AUSTRALIA	Body surfing	Thighs bitten, right hand lacerated	0	1	0	0
4044	1959	Unprovoked	AUSTRALIA	Standing in chest-deep water	Right foot lacerated	0	1	0	0
4045	1959	Unprovoked	AUSTRALIA	Trailing the field in a surf race	Lower left leg bittten, hand abraded	0	1	0	0
4046	1959	Invalid	USA	National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog	Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. 	0	0	0	1
4047	1959	Boating	SOUTH AFRICA	Fishing for tunny	R. Roberts' leg was bruised when shark leapt into boat	0	0	1	0
4048	1959	Provoked	AUSTRALIA	Shark fishing	No injury to occupant, hull bitten PROVOKED INCIDENT	0	1	0	0
4049	1959	Unprovoked	USA	Swimming at surface through school of feeding 2.5' to 5’ sharks	Forearm bitten	0	1	0	0
4050	1959	Provoked	AUSTRALIA	Spearfishing, shot shark, hauled it onto boat	No injury. Diver shot shark, then shark tore legs of his rubber suit, water poured in & swept out to sea by strong rip current PROVOKED INCIDENT	0	1	0	0
4051	1959	Provoked	PAPUA NEW GUINEA	Fishing	Both hands bitten while helping companion land speared shark PROVOKED INCIDENT	0	1	0	0
4052	1959	Unprovoked	MOZAMBIQUE	Swimming	FATAL, died in Lourenco Marques Hospital	1	0	0	0
4053	1959	Unprovoked	PAPUA NEW GUINEA		Thigh bitten	0	1	0	0
4054	1959	Unprovoked	USA	Diving for abalone	Ankle twisted, swim fin bitten	0	1	0	0
4055	1959	Unprovoked	FIJI	Dived overboard to retrieve dinghy	FATAL, body not recovered	1	0	0	0
4056	1959	Unprovoked	FIJI	Spearfishing	forearm abraded	0	1	0	0
4057	1959	Unprovoked	PHILIPPINES	Swimming 	No details, survived	0	1	0	0
4058	1959	Invalid	BERMUDA		Murdered, body scavenged by sharks	0	0	0	1
4059	1959	Sea Disaster	USA	Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore	During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.	0	0	0	0
4061	1959	Boating	USA	Pulling hooked salmon to boat	No injury to occupant, shark struck stern of boat	0	0	1	0
4062	1959	Unprovoked	INDIA		5 fatalities, 30 injured	1	0	0	0
4063	1959	Invalid	USA	On inflatable raft	No injury	0	0	0	1
4064	1959	Unprovoked	MEXICO		FATAL, leg severed, other leg lacerated 	1	0	0	0
4065	1959	Boating	AZORES	Fishing	No injury to occupants; shark bit rudder	0	0	1	0
4066	1959	Invalid	AUSTRALIA	Swimming	No injury	0	0	0	1
4067	1959	Invalid	JAPAN		Survived (no injury?)	0	0	0	1
4068	1959	Invalid	PHILIPPINES	The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas	"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning"	0	0	0	1
4069	1959	Invalid	USA	Diving	No injury	0	0	0	1
4070	1959	Unprovoked	USA	Spearfishing on Scuba	FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  	1	0	0	0
4071	1959	Provoked	USA	Fishing	Laceration to forearm by boated shark PROVOKED INCIDENT	0	1	0	0
4072	1959	Sea Disaster	PHILIPPINES	Fishing boat capsized 	10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks	1	0	0	0
4073	1959	Provoked	USA	Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide’s speargun & he shot it in the mouth	No injury, PROVOKED INCIDENT	0	1	0	0
4074	1959	Provoked	CROATIA	Fishing	Laceration to arm PROVOKED INCIDENT	0	1	0	0
4075	1959	Unprovoked	JAPAN	Swimming	FATAL, left thigh bitten	1	0	0	0
4076	1959	Unprovoked	USA	Standing	"4"" cut on left foot "	0	1	0	0
4077	1959	Invalid	USA	Wading	No injury, no attack, the 10' shark merely circled him.	0	0	0	1
4079	1959	Provoked	USA	Pulling anchor	No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT	0	1	0	0
4080	1959	Unprovoked	USA	Spearfishing (but on surface)	14 punctures on right thigh, swim trunks torn	0	1	0	0
4081	1959	Unprovoked	JAPAN		FATAL, right thigh bitten  	1	0	0	0
4082	1959	Boating	USA		No injury to occupant	0	0	1	0
4083	1959	Boating	USA	Fishing	No injury to occupant, shark rammed boat	0	0	1	0
4084	1959	Provoked	USA	Dragging stranded shark ashore	Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT	0	1	0	0
4085	1959	Sea Disaster	CARIBBEAN SEA	Columbian petrol barge Rio Atrato burned and sank	FATAL X 2, 8 others missing. Survivors fought off sharks & sharks seen biting 2 of the dead. The 39 survivors were rescued by the German freighter Essen	1	0	0	0
4086	1959	Provoked	USA	Free diving	Arm bitten when he grabbed shark’s tail  PROVOKED INCIDENT	0	1	0	0
4087	1959	Boating	NORTH ATLANTIC OCEAN		No injury to occupant, shark bit propeller as Wade was refueling	0	0	1	0
4088	1959	Unprovoked	MEXICO	Wading	FATAL, legs bitten 	1	0	0	0
4089	1959	Unprovoked	TURKEY		Leg injured	0	1	0	0
4090	1959	Unprovoked	MEXICO	Swimming ashore from capsized boat	FATAL	1	0	0	0
4091	1959	Unprovoked	USA	Free diving for abalone	FATAL, body not recovered	1	0	0	0
4092	1959	Invalid	USA	Swimming 	Disappeared after diving in “deep hole”, body not recovered, “presumed taken by a shark” 	0	0	0	1
4093	1959	Provoked	SOUTH AFRICA	Spearfishing	No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT	0	1	0	0
4094	1959	Unprovoked	USA		Minor injuries	0	1	0	0
4095	1959	Unprovoked	USA	Treading water	FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest 	1	0	0	0
4096	1959	Unprovoked	USA	Spearfishing	Lacerated hip & hands	0	1	0	0
4097	1959	Unprovoked	MID ATLANTIC OCEAN	Jumped overboard to rescue a man	Leg bitten	0	1	0	0
4098	1959	Invalid	AUSTRALIA	Spearfishing	Thigh lacerated	0	0	0	1
4099	1959	Unprovoked	AUSTRALIA	Diving for pearl shell	Left hand lacerated when he tried to ward off shark	0	1	0	0
4100	1959	Unprovoked	USA	Fishing	Survived	0	1	0	0
4101	1959	Unprovoked	SOUTH AFRICA	Fishing	2 toes bitten off 	0	1	0	0
4102	1959	Unprovoked	AUSTRALIA	Spearfishing	Swim fin bitten	0	1	0	0
4103	1959	Unprovoked	USA	Swimming	Bumped, then knee bitten	0	1	0	0
4104	1959	Unprovoked	PHILIPPINES	Lifeboat capsized	FATAL, body not recovered	1	0	0	0
4105	1959	Boating	USA	On boat, preparing to dive	Boat followed shark; shark holed boat	0	0	1	0
4106	1959	Boating	AUSTRALIA	Fishing for snapper	No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side	0	0	1	0
4107	1959	Unprovoked	VENEZUELA	Fell into water while attempting to boat a swordfish	Left arm bitten	0	1	0	0
4108	1959	Provoked	PAPUA NEW GUINEA	Fishing	Arm bitten by shark that he thought was dead PROVOKED INCIDENT	0	1	0	0
4109	1959	Unprovoked	SOLOMON ISLANDS	Bathing with sister	FATAL, body not recovered	1	0	0	0
4110	1959	Unprovoked	SOUTH AFRICA	Treading water	Leg severed below knee	0	1	0	0
4111	1959	Unprovoked	AUSTRALIA	Working prawn net	Shark’s tail grazed his shin	0	1	0	0
4112	1959	Unprovoked	ECUADOR	Washed overboard into school of fish	Right leg & left foot lacerated	0	1	0	0
4113	1959	Unprovoked	AUSTRALIA	Swimming with motor tube	Thigh bitten	0	1	0	0
4114	1959	Unprovoked	AUSTRALIA	In deep water about 100 yards from his ship	FATAL	1	0	0	0
4115	1959	Unprovoked	AUSTRALIA	Surfing, but treading water	Right foot & toe bitten	0	1	0	0
4116	1959	Unprovoked	SOUTH AFRICA	Swimming	Thigh & both wrists lacerated	0	1	0	0
4117	1959	Unprovoked	NEW GUINEA	Dragging banana seeds through the shallows	Left calf & right thigh bitten	0	1	0	0
4118	1959	Unprovoked	MOZAMBIQUE	Swimming ashore from fishing boat swamped and sunk by a squall	Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)	1	0	0	0
4119	1959	Unprovoked	AUSTRALIA	Spearfishing / free diving	Abrasion	0	1	0	0
4120	1959	Unprovoked	SOUTH KOREA	Swimming	FATAL	1	0	0	0
4121	1959	Unprovoked	INDIA		5 people killed by sharks, 30 others injured	1	0	0	0
4122	1959	Provoked	ATLANTIC OCEAN	Paddling & sailing from Buenos Aires to Miami	Hooked shark bit his arm PROVOKED INCIDENT	0	1	0	0
4123	1959	Unprovoked	PAPUA NEW GUINEA	Spear fishing	Minor injuries	0	1	0	0
4124	1959	Unprovoked	PAPUA NEW GUINEA	Fishing	Minor injuries	0	1	0	0
4125	1959	Unprovoked	PAPUA NEW GUINEA		FATAL, abdomen & leg bitten 	1	0	0	0
4126	1959	Provoked	PAPUA NEW GUINEA	Fishing	Penis bitten while trying to drag speared shark to beach PROVOKED INCIDENT	0	1	0	0
4127	1958	Boating	TURKEY	Fishing	Boat damaged	0	0	1	0
4128	1958	Unprovoked	PAPUA NEW GUINEA		Hip bitten	0	1	0	0
4129	1958	Unprovoked	SOUTH AFRICA	Swimming	FATAL	1	0	0	0
4130	1958	Unprovoked	USA	Surfing on air mattress	FATAL, leg severed  	1	0	0	0
4131	1958	Unprovoked	AMERICAN SAMOA	Cleaning hull of ship 	FATAL, left thigh & hip bitten  	1	0	0	0
4132	1958	Unprovoked	AUSTRALIA	Swimming	FATAL	1	0	0	0
4133	1958	Invalid	SOUTH AFRICA	Fishing	No injury, shark leapt at him	0	0	0	1
4134	1958	Unprovoked	PAPUA NEW GUINEA	Spearfishing	FATAL, left arm & leg severed  	1	0	0	0
4135	1958	Boating	USA	Fishing	No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor	0	0	1	0
4136	1958	Unprovoked	USA	Swimming near jetty	Left arm, hips & leg lacerated	0	1	0	0
4137	1958	Unprovoked	USA		No injury	0	1	0	0
4138	1958	Provoked	MEXICO	Slapped shark on tail as it swam by	Shark turned & severed his leg PROVOKED INCIDENT	0	1	0	0
4139	1958	Unprovoked	PAPUA NEW GUINEA	Collecting shells	Leg & foot injured	0	1	0	0
4140	1958	Unprovoked	ANDAMAN / NICOBAR ISLANDAS	"""Climbing up to ship after repairing the stern in water"""	FATAL, leg bitten 	1	0	0	0
4141	1958	Unprovoked	BAHAMAS	Fishing	Right forearm lacerated	0	1	0	0
4142	1958	Provoked	USA	Spearfishing	Bitten by harpooned shark PROVOKED INCIDENT	0	1	0	0
4143	1958	Boating	MEXICO	Boat stopped to repair electric pump	Shark tried to bite prop twice	0	0	1	0
4144	1958	Unprovoked	CROATIA	Swimming	Leg injured	0	1	0	0
4145	1958	Unprovoked	MEXICO	Swimming	FATAL	1	0	0	0
4146	1958	Unprovoked	USA	Swimming, ducking for shells in water 0.9 m deep	3 lacerations on leg	0	1	0	0
4147	1958	Unprovoked	USA	Swimming, ducking for shells in water 0.9 m deep	Left hand and  leg bitten, leg surgically amputated below hip	0	1	0	0
4148	1958	Unprovoked	USA		FATAL  Autopsy report: bitten by shark while still alive	1	0	0	0
4149	1958	Unprovoked	KENYA	Swimming	FATAL, leg severed 	1	0	0	0
4150	1958	Sea Disaster	PACIFIC OCEAN	U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.	FATAL	1	0	0	0
4151	1958	Sea Disaster	PACIFIC OCEAN	U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.	Left shoulder bitten 	0	0	0	0
4152	1958	Provoked	USA	Free diving	He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT	0	1	0	0
4153	1958	Unprovoked	PAPUA NEW GUINEA	Swimming	FATAL, left arm severed 	1	0	0	0
4154	1958	Unprovoked	BAHAMAS	Spearfishing, had fish on his spear	No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun 	0	1	0	0
4155	1958	Unprovoked	USA		Both were bitten on feet by sharks	0	1	0	0
4156	1958	Provoked	USA	Wading	Right foot bitten when he walked into shark's head PROVOKED INCIDENT	0	1	0	0
4157	1958	Unprovoked	USA	Walking	Lower left leg & foot bitten	0	1	0	0
4158	1958	Provoked	USA	Swimming, towing the shark	Thigh bitten PROVOKED INCIDENT	0	1	0	0
4159	1958	Invalid	AUSTRALIA	Swimming	Injuries caused by coral, not the  shark	0	0	0	1
4160	1958	Invalid	SOUTH AFRICA	Spearfishing	Injuries not caused by sharks	0	0	0	1
4161	1958	Provoked	USA	Free diving	Grabbed shark’s tail, shark bit his thigh PROVOKED INCIDENT	0	1	0	0
4162	1958	Unprovoked	TAIWAN	Diving	Right cheek bitten	0	1	0	0
4163	1958	Unprovoked	SOUTH AFRICA	Paddling in knee-deep water	FATAL	1	0	0	0
4164	1958	Unprovoked	SOUTH AFRICA	Swimming with goggles	FATAL, arm severed above elbow, abdomen & leg bitten  	1	0	0	0
4165	1958	Unprovoked	PAPUA NEW GUINEA	Fishing, holding fish in his left hand	Left forearm amputated	0	1	0	0
4166	1958	Invalid	AUSTRALIA	Spearfishing	Disappeared while diving, speargun recovered, 2 large sharks in vicinity.	0	0	0	1
4167	1958	Provoked	USA	Spearfishing on Scuba	Chest bitten by speared shark PROVOKED INCIDENT	0	1	0	0
4168	1958	Unprovoked	AUSTRALIA	Spearfishing / swimming on surface	Right leg lacerated	0	1	0	0
4169	1958	Unprovoked	AUSTRALIA	Body surfing	Laceration to left ankle, heel and little toe	0	1	0	0
4170	1958	Invalid	JAPAN		Torso recovered from 206-lb shark	0	0	0	1
4171	1958	Unprovoked	SOUTH AFRICA	Swimming	FATAL	1	0	0	0
4172	1958	Provoked	TONGA	Spearfishing	Calf avulsed by shark he was holding by the tail PROVOKED INCIDENT	0	1	0	0
4173	1958	Provoked	SAMOA	Placed hand in disemboweled shark’s jaws	Hand lacerated PROVOKED INCIDENT	0	1	0	0
4174	1958	Provoked	PANAMA	Skindiving	Boy seized shark by its tail, shark bit boy’s forearm  PROVOKED INCIDENT	0	1	0	0
4175	1958	Unprovoked	PAPUA NEW GUINEA		FATAL	1	0	0	0
4176	1958	Unprovoked	PAPUA NEW GUINEA	Spearfishing	FATAL, back & buttocks bitten 	1	0	0	0
4177	1958	Unprovoked	PAPUA NEW GUINEA	Spearfishing	FATAL, severe abdominal injuries 	1	0	0	0
4178	1958	Unprovoked	PAPUA NEW GUINEA	Fishing, holding fish	Hand holding the fish was bitten in all 3 cases	0	1	0	0
4179	1958	Boating	SOUTH AFRICA	Fishing (trolling)	No injury to occupants; shark bit propeller	0	0	1	0
4180	1958	Unprovoked	SOUTH AFRICA	Fishing, walking in river to cast	FATAL, right leg severed above knee  	1	0	0	0
4181	1957	Unprovoked	AUSTRALIA	Spearfishing	No injury. Shark grabbed fish attached to his belt & towed him seaward.  	0	1	0	0
4182	1957	Unprovoked	SOUTH AFRICA	Standing	Left arm severed, torso bitten, thigh lacerated, many abrasions	0	1	0	0
4183	1957	Unprovoked	SOUTH AFRICA	Skindiving	Lacerations on head & neck	0	1	0	0
4184	1957	Unprovoked	SOUTH AFRICA	Floating	FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  	1	0	0	0
4185	1957	Unprovoked	SOUTH AFRICA	Standing	FATAL, multiple, severe injuries  	1	0	0	0
4186	1957	Unprovoked	SOUTH AFRICA	Body surfing	Left leg severed at knee, part of left thigh removed	0	1	0	0
4187	1957	Sea Disaster	PACIFIC OCEAN	Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea	Navy personnel recovered 19 shark-scavenged bodies	0	0	0	0
4188	1957	Boating	AUSTRALIA	Fishing	No injury, shark's teeth embedded in boat	0	0	1	0
4189	1957	Unprovoked	SOLOMON ISLANDS		FATAL	1	0	0	0
4190	1957	Unprovoked	SOLOMON ISLANDS		FATAL	1	0	0	0
4191	1957	Unprovoked	MARSHALL ISLANDS		Survived	0	1	0	0
4192	1957	Provoked	USA	Attempting to net shark in shark channel	Legs bitten PROVOKED INCIDENT	0	1	0	0
4193	1957	Provoked	USA	Spearfishing on Scuba	Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT	0	1	0	0
4194	1957	Unprovoked	USA	Swimming	FATAL, knee bitten  	1	0	0	0
4195	1957	Unprovoked	AUSTRALIA	Diving for trochus	Right hand and arm bitten	0	1	0	0
4196	1957	Invalid	CUBA	M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.	No injury, no attack, sharks in vicinity when the sea was calm	0	0	0	1
4197	1957	Unprovoked	AUSTRALIA	Competing in spearfishing championship & towing dead fish	Thigh bitten & few lacerations on abdomen & buttock	0	1	0	0
4198	1957	Unprovoked	SOLOMON ISLANDS	Fishing	Legs nipped & he bit shark's snout	0	1	0	0
4199	1957	Unprovoked	USA	3 men & 2 boys picked up wearing life jackets and with inner tube	Leg lacerated	0	1	0	0
4200	1957	Unprovoked	USA	Swimming	FATAL, seen with arm in mouth of shark. Body not recovered.  	1	0	0	0
4201	1957	Unprovoked	AUSTRALIA	Surfing	Minor injuries	0	1	0	0
4202	1957	Provoked	USA	Standing	Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  	0	1	0	0
4203	1957	Unprovoked	AUSTRALIA	Swimming between  anchored  pearling luggers	Left arm bitten, surgically amputated	0	1	0	0
4204	1957	Unprovoked	PAPUA NEW GUINEA	Diving from canoe	Injured while Sonieva was transferred to another canoe	0	1	0	0
4205	1957	Unprovoked	SOLOMON ISLANDS	Diving from canoe	Leg severed	0	1	0	0
4206	1957	Unprovoked	FIJI	Spearfishing	Right arm & forearm injured	0	1	0	0
4207	1957	Unprovoked	USA	Floating	Foot bitten	0	1	0	0
4208	1957	Unprovoked	AUSTRALIA		Man landed at Cape Levêque lighthouse in critical condition after being bitten by a shark. Not known if he survived.	0	1	0	0
4209	1957	Unprovoked	USA	Skindiving for specimens	Minor injuries	0	1	0	0
4210	1957	Unprovoked	SOUTH AFRICA	Wading	FATAL	1	0	0	0
4211	1957	Invalid	SRI LANKA	Fishing	FATAL, but shark involvement not confirmed	0	0	0	1
4212	1957	Unprovoked	USA	Bathing	Injured by shark	0	1	0	0
4213	1957	Invalid	CUBA		FATAL, but was it an accident or infanticide?	0	0	0	1
4214	1957	Boating	CUBA	Fishing	No injury to occupant, shark stuck boat	0	0	1	0
4215	1957	Unprovoked	CUBA	Fishing for sharks	FATAL, became entangled in fishing line and pulled below the surface 	1	0	0	0
4216	1957	Unprovoked	USA	Helmet diving in Miami Seaquarium	Shark struck helmet, no injury	0	1	0	0
4217	1957	Unprovoked	FIJI	Fishing	Right foot lacerated	0	1	0	0
4218	1957	Unprovoked	IRAN		Survived	0	1	0	0
4219	1957	Unprovoked	PAPUA NEW GUINEA	Fishing	FATAL, multiple injuries 	1	0	0	0
4220	1957	Unprovoked	IRAN		Survived	0	1	0	0
4221	1957	Unprovoked	PAPUA NEW GUINEA	Dynamiting fish	FATAL	1	0	0	0
4222	1956	Unprovoked	PAPUA NEW GUINEA	Spearfishing	FATAL, left leg severed at hip, left torso removed 	1	0	0	0
4223	1956	Unprovoked	PAPUA NEW GUINEA	Spearfishing	FATAL, left arm, shoulder & chest bitten 	1	0	0	0
4224	1956	Unprovoked	GABON	Swimming	FATAL	1	0	0	0
4225	1956	Provoked	NEW ZEALAND	Fishing	Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT	0	1	0	0
4226	1956	Unprovoked	SOUTH AFRICA	Free diving for sinkers	Right heel lacerated & swim fin removed by shark	0	1	0	0
4227	1956	Unprovoked	PAPUA NEW GUINEA	Spearfishing, holding 5' speared fish	Left forearm & hand bitten, surgically amputated 	0	1	0	0
