index	Year	Type	Country	Activity	Injury	Fatal	NOT Fatal	Boating	Invalid
4228	1956	Unprovoked	SENEGAL	Skindiving, fish at belt	Right thigh bitten	0	1	0	0
4229	1956	Unprovoked	PAPUA NEW GUINEA	Fishing	FATAL	1	0	0	0
4230	1956	Unprovoked	USA	Surf fishing	Posterior left ankle bitten	0	1	0	0
4231	1956	Unprovoked		Climbing back on ship	FATAL	1	0	0	0
4232	1956	Unprovoked	MAYOTTE	Fishing	FATAL	1	0	0	0
4233	1956	Unprovoked	ITALY	Scuba diving	Survived	0	1	0	0
4234	1956	Unprovoked	PAPUA NEW GUINEA	Fishing 	FATAL, tissue removed from abdomen & thigh  	1	0	0	0
4235	1956	Unprovoked	PAPUA NEW GUINEA	Fishing	Leg bitten, but survived	0	1	0	0
4236	1956	Unprovoked	USA	Skin diving	FATAL	1	0	0	0
4237	1956	Provoked	AUSTRALIA	Diving	Laceration to arm when his dive buddy grabbed the shark PROVOKED INCIDENT	0	1	0	0
4238	1956	Unprovoked	USA	Swimming near pier	Lacerated thigh, hand & shoulder	0	1	0	0
4239	1956	Unprovoked	SOUTH AFRICA	Free diving for crayfish	No injury, right swim fin bitten	0	1	0	0
4240	1956	Provoked	UNITED KINGDOM	Attempting to kill a shark with explosives	FATAL, PROVOKED INCIDENT	1	0	0	0
4241	1956	Provoked	UNITED KINGDOM	Attempting to kill a shark with explosives	FATAL, PROVOKED INCIDENT	1	0	0	0
4242	1956	Boating	MALTA	Fishing	"No injury to occupants, but Emmanuel ""later died of shock in hospital"""	0	0	1	0
4243	1956	Unprovoked	PAPUA NEW GUINEA	Fishing	Leg severed, but survived	0	1	0	0
4244	1956	Unprovoked	PAPUA NEW GUINEA	Fishing	Leg & foot lacerated	0	1	0	0
4245	1956	Provoked	USA	Floating in inner tube	FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  	1	0	0	0
4246	1956	Provoked	USA	Fishing	Finger bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
4247	1956	Unprovoked	MALTA	Swimming	FATAL	1	0	0	0
4248	1956	Unprovoked	USA	Wading	Lacerations to legs	0	1	0	0
4249	1956	Unprovoked	USA	Swimming	Arm & leg injured	0	1	0	0
4250	1956	Unprovoked	AUSTRALIA	Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air	"6"" gashes in foot & leg "	0	1	0	0
4251	1956	Boating	PORTUGAL	Longling fishing	FATAL. Shark sank fishing boat, causing death by drowning	1	0	1	0
4252	1956	Sea Disaster	MID ATLANTIC OCEAN	Air/Sea Disaster	FATAL x 6	1	0	0	0
4253	1956	Boating	SOUTH AFRICA	Fishing	No injury, sharks bit propellers, etc	0	0	1	0
4254	1956	Unprovoked	CUBA	Free diving, working on U/W scenes for motion picture	FATAL	1	0	0	0
4255	1956	Unprovoked	AUSTRALIA	Diving	"""Badly bitten by shark"""	0	1	0	0
4256	1956	Boating	ITALY	Boating	No details	0	0	1	0
4257	1956	Unprovoked	AUSTRALIA	Bathing	Right thigh gashed, swim fin torn	0	1	0	0
4258	1956	Unprovoked	AUSTRALIA	Swimming, attacked at  surf carnival	FATAL	1	0	0	0
4259	1956	Unprovoked	AUSTRALIA	Attempting to set underwater endurance record	No injury to diver, but shark bit hole in his wetsuit	0	1	0	0
4260	1956	Unprovoked	AUSTRALIA	Diving into water	FATAL, large amount of tissue removed from leg, artery severed  	1	0	0	0
4261	1956	Unprovoked	AUSTRALIA	Swimming	Punctures to calves	0	1	0	0
4262	1956	Unprovoked	AUSTRALIA	Diving for trochus	Lacerations to thighs	0	1	0	0
4263	1956	Unprovoked	COSTA RICA	Swimming	FATAL, leg severed 	1	0	0	0
4264	1956	Unprovoked	AUSTRALIA	Surf skiing	No injury, shark bumped his 17' ski	0	1	0	0
4265	1956	Unprovoked	PAPUA NEW GUINEA	Diving	Lower leg & foot lacerated	0	1	0	0
4266	1956	Sea Disaster		Shipwreck	FATAL	1	0	0	0
4267	1956	Unprovoked	GREECE	Swimming off yacht	FATAL	1	0	0	0
4268	1956	Provoked	USA	Removing shark from net 	Punctures on shin & calf PROVOKED INCIDENT	0	1	0	0
4269	1956	Unprovoked	USA	Swimming	No details	0	1	0	0
4270	1956	Unprovoked	PAPUA NEW GUINEA		Non-fatal, treated at Misima Hospital	0	1	0	0
4271	1956	Unprovoked	PAPUA NEW GUINEA		Right calf bitten	0	1	0	0
4272	1956	Unprovoked	PAPUA NEW GUINEA		FATAL, head & neck bitten  	1	0	0	0
4273	1955	Boating	AUSTRALIA	Ocean racing	No injury to occupants, shark gouged hull	0	0	1	0
4274	1955	Boating	USA	Fishing for pompano	No injury to occupants, shark released from net holed boat	0	0	1	0
4275	1955	Unprovoked	PAPUA NEW GUINEA	Swimming	Right thigh bitten	0	1	0	0
4276	1955	Unprovoked	PAPUA NEW GUINEA	Spearfishing	Right arm severely bitten	0	1	0	0
4277	1955	Provoked	AUSTRALIA	Spearfishing & lassoed shark	Lassoed shark bit his hand PROVOKED INCIDENT	0	1	0	0
4278	1955	Sea Disaster	NORTH PACIFIC OCEAN	"""Flying Tiger"" transport plane went down with 5 men onboard"	FATAL	1	0	0	0
4279	1955	Sea Disaster	NORTH PACIFIC OCEAN	"""Flying Tiger"" transport plane went down with 5 men onboard"	Bitten several times before being rescued after 43 hours in the sea by the freighter Stell Advocate	0	0	0	0
4280	1955	Unprovoked	USA	Hunting turtle	Arm bitten	0	1	0	0
4281	1955	Unprovoked	USA	Swimming near breakwater	Dorsum of right foot lacerated	0	1	0	0
4282	1955	Unprovoked	USA		Minor injury	0	1	0	0
4283	1955	Unprovoked	JAPAN	Fishing	FATAL	1	0	0	0
4284	1955	Provoked	USA	Surfing	Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT	0	1	0	0
4285	1955	Unprovoked	CROATIA	Swimming	FATAL	1	0	0	0
4286	1955	Unprovoked	AMERICAN SAMOA	Swimming	FATAL, abdomen bitten  	1	0	0	0
4287	1955	Provoked	USA	Fishing	Finger bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
4288	1955	Unprovoked	NORTH ATLANTIC OCEAN	Treading water	No injury	0	1	0	0
4289	1955	Boating	AUSTRALIA	Fishing	Whelan's head was injured when he fell to the deck as shark rammed boat	0	0	1	0
4290	1955	Unprovoked	JAPAN		FATAL	1	0	0	0
4291	1955	Unprovoked	USA	Wading	Bites on legs & thighs	0	1	0	0
4292	1955	Unprovoked	MONTENEGRO	Swimming	FATAL	1	0	0	0
4293	1955	Unprovoked	YEMEN	Swimming	FATAL, back lacerated, arm & leg severed  	1	0	0	0
4294	1955	Provoked	USA	Spearfishing	Diver hit shark & right forearm slightly injured PROVOKED INCIDENT	0	1	0	0
4295	1955	Unprovoked	PAPUA NEW GUINEA	Spearfishing	Right forearm severely lacerated, left arm & hand lacerated	0	1	0	0
4296	1955	Unprovoked	PAPUA NEW GUINEA	Spearfishing or fishing	Left shoulder bitten	0	1	0	0
4297	1955	Unprovoked	PAPUA NEW GUINEA	Spearfishing	No injury. Shark took string of fish then struck canoe	0	1	0	0
4298	1955	Unprovoked	USA	Fishing from boat, Kaimamla	Hand bitten	0	1	0	0
4299	1955	Unprovoked	AUSTRALIA	Body surfing	FATAL	1	0	0	0
4300	1955	Unprovoked	PAPUA NEW GUINEA	Swimming with speared fish	Left leg bitten	0	1	0	0
4301	1955	Provoked	AUSTRALIA	Competing in U/W endurance record, standing beside drum in 10' of water	Leg of wetsuit torn after spear fired at shark  PROVOKED INCIDENT	0	1	0	0
4302	1955	Unprovoked	USA	Scuba diving	No injury, shark bumped diver's face	0	1	0	0
4303	1955	Unprovoked	USA	Spearfishing	Swimfin & 2 wool socks removed by shark, suit torn	0	1	0	0
4304	1955	Unprovoked	AUSTRALIA	Swimming	FATAL, legs bitten 	1	0	0	0
4305	1955	Unprovoked	INDIA	Fishing	Leg bitten	0	1	0	0
4306	1955	Boating	AUSTRALIA	Rowing	No injury to occupants; shark grabbed oar, vaulted over scull	0	0	1	0
4307	1955	Boating	AUSTRALIA	Rowing toward snapper grounds	No injury to occupants, 6 sharks charged boat	0	0	1	0
4308	1955	Unprovoked	AUSTRALIA	Hunting lobsters in 2.4 m of water	FATAL, anterior left leg & right calf bitten, no tissue lost  	1	0	0	0
4309	1955	Unprovoked	SOUTH AFRICA	Crossing the bay at the ford	FATAL, leg bitten 	1	0	0	0
4310	1955	Unprovoked	USA		No details	0	1	0	0
4311	1955	Provoked	CUBA	Fishing	Forearm slashed wrist to elbow by hooked shark he was trying to club to death  PROVOKED INCIDENT	0	1	0	0
4312	1955	Unprovoked	MADAGASCAR	Standing in knee-deep water	FATAL	1	0	0	0
4313	1955	Invalid	USA	Swimming	Right leg allegedly bitten by a bull shark	0	0	0	1
4314	1955	Unprovoked	COLUMBIA	Spearfishing	Swim fin & foot bitten	0	1	0	0
4315	1955	Unprovoked	PAPUA NEW GUINEA		Back bitten	0	1	0	0
4316	1954	Unprovoked	AMERICAN SAMOA	Dived overboard & was swimming near stern of trawler	FATAL	1	0	0	0
4317	1954	Unprovoked	AUSTRALIA	Swimming	FATAL	1	0	0	0
4318	1954	Unprovoked	PAPUA NEW GUINEA	Swimming near canoe	FATAL, abdomen & thigh bitten	1	0	0	0
4319	1954	Unprovoked	SOUTH AFRICA	Swimming	Shallow lacerations on torso	0	1	0	0
4320	1954	Unprovoked	USA	Spearfishing	Shoulder bitten	0	1	0	0
4321	1954	Sea Disaster	USA	American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas	Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man’s leg & another reported that the second cook was killed by a shark	1	0	0	0
4322	1954	Provoked	UNITED KINGDOM	Fishing  (trawling)	Arm broken by tail of netted shark PROVOKED INCIDENT	0	1	0	0
4323	1954	Boating	CROATIA	Boating	No details	0	0	1	0
4324	1954	Invalid	JAPAN		Body found in gut of 2000-lb white shark	0	0	0	1
4325	1954	Unprovoked	USA	Swimming	Minor bruises & abrasions on leg	0	1	0	0
4326	1954	Unprovoked	HONG KONG	Swimming	FATAL, leg severely bitten	1	0	0	0
4327	1954	Unprovoked	AUSTRALIA	Spearfishing, hunting crayfish	FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died 	1	0	0	0
4328	1995	Unprovoked	ITALY	Spearfishing	Abdomen injured	0	1	0	0
4329	1954	Provoked	CUBA	Spearfishing	Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT	0	1	0	0
4330	1954	Provoked	CUBA	Spearfishing	Right thigh & left calf injured by speared shark  PROVOKED INCIDENT	0	1	0	0
4331	1954	Unprovoked	ECUADOR	Tuna fishing, standing on stern platform that was submerged by waves	4 lacerations on dorsum of right foot 	0	1	0	0
4332	1954	Unprovoked	SINGAPORE	Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police	FATAL, abdomen, buttock, right thigh & hands bitten 	1	0	0	0
4333	1954	Boating	ITALY	Fishing trawler Flavio Gioia 	No injury to occupants. Shark tore nets & trawl and struck boat repeatedly	0	0	1	0
4334	1954	Unprovoked	THE BALKANS	Swimming	FATAL	1	0	0	0
4335	1954	Unprovoked	USA		Small wound on upper thigh	0	1	0	0
4336	1954	Unprovoked	BERMUDA	Swimming	Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands	0	1	0	0
4337	1954	Unprovoked	GREECE	Swimming	FATAL	1	0	0	0
4338	1954	Invalid	CROATIA		Human remains found in shark	0	0	0	1
4339	1954	Provoked	USA	Grabbed shark & threw it on deck	Right elbow & forearm lacerated  PROVOKED INCIDENT	0	1	0	0
4340	1954	Unprovoked	AUSTRALIA	Pearl diving from lugger Whyalla	"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark"	0	1	0	0
4341	1954	Unprovoked	HONG KONG	Bathing alongside ship	FATAL, thigh bitten 	1	0	0	0
4342	1954	Unprovoked	PAPUA NEW GUINEA	Fishing / cleaning fish, dived into water to retrieve a lost fish	FATAL, decapitated 	1	0	0	0
4343	1954	Unprovoked	PAPUA NEW GUINEA		Foot severed	0	1	0	0
4344	1954	Invalid	USA	Fishing from shore	Body recovered, mutilated by shark/s	0	0	0	1
4345	1954	Provoked	SUDAN	Spearfishing	Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT	0	1	0	0
4346	1954	Unprovoked	AUSTRALIA	Swimming	FATAL, right thigh bitten 	1	0	0	0
4347	1954	Unprovoked	AUSTRALIA	Swimming	Abrasions to arm	0	1	0	0
4348	1954	Unprovoked	AUSTRALIA	Spearfishing	Severe laceration to arm	0	1	0	0
4349	1954	Unprovoked	ARGENTINA	Floating	Arm & left calf bitten, right leg lacerated	0	1	0	0
4350	1954	Unprovoked	PAPUA NEW GUINEA	Crouching in the water	Back & thighs lacerated	0	1	0	0
4351	1954	Unprovoked	IRAN		FATAL	1	0	0	0
4352	1954	Unprovoked	MARTINIQUE		Chest bruised, after shark clamped its jaws on his chest 	0	1	0	0
4353	1954	Unprovoked	MEXICO	Free diving	FATAL	1	0	0	0
4354	1954	Unprovoked	USA	Fishing	Bitten on foot	0	1	0	0
4355	1954	Unprovoked	PAPUA NEW GUINEA	Swimming	Leg & abdomen lacerated	0	1	0	0
4356	1954	Unprovoked	IRAN		FATAL	1	0	0	0
4357	1954	Unprovoked	IRAN		Survived	0	1	0	0
4358	1953	Unprovoked	SOUTH AFRICA	Swimming	Left calf lacerated	0	1	0	0
4359	1953	Unprovoked	SOUTH AFRICA	Swimming	Lacerations to arm	0	1	0	0
4360	1953	Unprovoked	AUSTRALIA	Swimming or wading out  to warn bathers that a shark had been seen	Bruised shoulder chest & foot	0	1	0	0
4361	1953	Unprovoked	AUSTRALIA	Surf skiing	No Injury, shark charged surfski	0	1	0	0
4362	1953	Provoked	AUSTRALIA		Hit by tail of speared shark, fell & hit head on rock & out cold for 30 minutes  PROVOKED INCIDENT	0	1	0	0
4363	1953	Unprovoked	PHILIPPINES		FATAL	1	0	0	0
4364	1953	Unprovoked	USA	Scuba diving	No injury	0	1	0	0
4365	1953	Sea Disaster	USA	Aircaft exploded	Hand bitten	0	0	0	0
4366	1953	Unprovoked	USA	Surf fishing	Laceration to right lower leg	0	1	0	0
4367	1953	Unprovoked	USA	Crabbing	Leg & foot bitten	0	1	0	0
4368	1953	Invalid	MEXICO	Free diving	No injury	0	0	0	1
4369	1953	Unprovoked	MEXICO	Wading	FATAL	1	0	0	0
4370	1953	Unprovoked	USA	Spearfishing	FATAL, thigh bitten	1	0	0	0
4371	1953	Provoked	USA	Fishing from market fishboat Sea Spray	Arm bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
4372	1953	Unprovoked	USA	Standing	Lower left leg severely bitten	0	1	0	0
4373	1953	Sea Disaster	PACIFIC OCEAN	Royal Hawaiian skymaster DC-6B aircraft went down with  58 passenger & crew	Recuers fought sharks for the bodies	0	0	0	0
4374	1953	Boating	CANADA	Fishing for lobsters	Burns drowned as result of attack on boat	0	0	1	0
4375	1953	Unprovoked	USA	Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna	Shark made 3 passes at him, lacerating his calf, shin and ankle 	0	1	0	0
4376	1953	Unprovoked	PANAMA	Retrieving bait box that had fallen overboard	Hand severely bitten	0	1	0	0
4377	1953	Provoked	AUSTRALIA	Landing hooked shark in boat	Right forearm & hand bitten PROVOKED INCIDENT	0	1	0	0
4378	1953	Boating	AUSTRALIA		No injury to occupant. As engine started, shark hit boat, breaking one of boat’s ribs in 3 places & stoving in 2 planks	0	0	1	0
4379	1953	Unprovoked	USA	Swimming	Lacerations to right foot	0	1	0	0
4380	1953	Unprovoked	IRAN		Arm severed	0	1	0	0
4381	1953	Unprovoked	IRAN	Swimming in midriver near sewage outlet & 400 m from a slaughterhouse	Right forearm severed at the elbow	0	1	0	0
4382	1953	Unprovoked	AUSTRALIA	Spearfishing	Arm lacerated	0	1	0	0
4383	1953	Unprovoked	AUSTRALIA	Spearfishing	Abrasion	0	1	0	0
4384	1953	Sea Disaster	INDIAN OCEAN	Adrift on a 4'  raft for 32 days	Sharks attacked raft & consumed the body of Ericsson after he died	1	0	0	0
4385	1953	Unprovoked	PAPUA NEW GUINEA	Went over side of boat at trochus ground	FATAL, arm & leg severed & shark smashed at his body with its tail  	1	0	0	0
4386	1953	Provoked	USA	Bitten while cutting shark from net	Hand bitten  PROVOKED INCIDENT  	0	1	0	0
4387	1953	Unprovoked	AUSTRALIA	Spearfishing	Shark tore off face mask, diver’s face, nose & chin lacerated	0	1	0	0
4388	1953	Unprovoked	AUSTRALIA	Spearfishing	Foot bitten	0	1	0	0
4389	1953	Provoked	AUSTRALIA	Fishing	Finger bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
4390	1953	Boating	AUSTRALIA	Fishing	No injury to occupant, shark charged boat	0	0	1	0
4391	1953	Unprovoked	AUSTRALIA	Spearfishing	Kneecap bitten	0	1	0	0
4392	1953	Unprovoked	PAPUA NEW GUINEA	Washing	FATAL, torso bitten	1	0	0	0
4393	1953	Unprovoked	USA	Standing	Leg lacerated thigh to ankle	0	1	0	0
4394	1952	Unprovoked	AUSTRALIA	Lying prone on surfboard	No injury, board bumped by shark	0	1	0	0
4395	1952	Unprovoked	AUSTRALIA	Fishing, setting nets	Bitten on thigh and buttocks	0	1	0	0
4396	1962	Invalid	GUATEMALA	Air Disaster	It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark	0	0	0	1
4397	1952	Provoked	ITALY	Fishing	Bitten by hooked shark                      PROVOKED INCIDENT	0	1	0	0
4398	1952	Unprovoked	USA	Swimming	FATAL, disappeared while swimming, shark bite found on right side of body	1	0	0	0
4399	1952	Unprovoked	USA	Body surfing & treading water	FATAL, leg lacerated  	1	0	0	0
4400	1952	Unprovoked	USA	Swimming from fishing boat setting nets	FATAL, left arm severed below the elbow 	1	0	0	0
4401	1952	Unprovoked	PAPUA NEW GUINEA	Fishing	Right thigh bitten 	0	1	0	0
4402	1952	Invalid	SOUTH AFRICA		Possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female Zambesi shark 	0	0	0	1
4403	1952	Provoked	ITALY	Fishing	Multiple injuries PROVOKED INCIDENT	1	0	0	0
4404	1952	Boating	USA	Fishing for trout 	No injury to occupants. Shark chasing fish leapt into skiff & flopped out	0	0	1	0
4405	1952	Provoked	USA	Fishing	Finger bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
4406	1952	Provoked	USA	Fishing	Thumb bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
4407	1952	Sea Disaster	USA	Boat exploded	FATAL & some of the survivors were bitten by sharks  	1	0	0	0
4408	1952	Provoked	USA	Fishing	Part of hand removed by shark he had caught PROVOKED INCIDENT	0	1	0	0
4409	1952	Unprovoked	USA	Spearfishing, carrying fish on spear	Leg lacerated & bone fractured 	0	1	0	0
4410	1952	Unprovoked	USA	Swimming on surface	Foot & swimfin bitten	0	1	0	0
4411	1952	Unprovoked	AUSTRALIA	Fishing, standing in water washing fish	Lacerations to 2 fingers & knuckles abraded	0	1	0	0
4412	1952	Unprovoked	INDIA	Fishing, standing in water next to purse net	Lower leg lacerated	0	1	0	0
4413	1952	Boating	AUSTRALIA	Fishing for white sharks	No injury to fisherman Alf Dean & other occupants;	0	0	1	0
4414	1952	Provoked	SUDAN	Spearfishing	Right forearm lacerated by speared shark PROVOKED INCIDENT	0	1	0	0
4415	1952	Unprovoked	NETHERLANDS ANTILLES	Went to aid of child being menaced by the shark	Buttock bitten, tissue removed	0	1	0	0
4416	1952	Provoked	MAURITIUS	Spearfishing, speared a small shark	Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT	0	1	0	0
4417	1952	Unprovoked	AUSTRALIA	Surfing	Bitten on left calf and ankle	0	1	0	0
4418	1952	Unprovoked	LIBERIA	Diving, recovering fish killed by dynamite	FATAL	1	0	0	0
4419	1952	Unprovoked	PAPUA NEW GUINEA	Spearfishing	Arm bitten, surgically amputated	0	1	0	0
4420	1952	Unprovoked	PAPUA NEW GUINEA	Spearfishing	"FATAL,  ""No remains"""	1	0	0	0
4421	1952	Unprovoked	PAPUA NEW GUINEA	Spearfishing	FATAL, lower abdomen removed 	1	0	0	0
4422	1952	Unprovoked	USA	Swimming	FATAL, groin bitten 	1	0	0	0
4423	1951	Unprovoked	MOZAMBIQUE	Swimming	FATAL, right leg, thighs & hands bitten  	1	0	0	0
4424	1951	Provoked	AUSTRALIA	Spearfishing	Speared shark lacerated left leg above ankle  PROVOKED INCIDENT	0	1	0	0
4425	1951	Invalid	MOZAMBIQUE	Swimming	No injury	0	0	0	1
4426	1951	Unprovoked	AUSTRALIA	Treading water	FATAL	1	0	0	0
4427	1951	Unprovoked	SOUTH AFRICA	Swimming	Thigh bruised & abraded	0	1	0	0
4428	1951	Unprovoked	JAMAICA	Fishing	Lacerations to left hand	0	1	0	0
4429	1951	Unprovoked	SOUTH AFRICA	Treading water	Leg severed below knee, defense wounds on hand	0	1	0	0
4430	1951	Unprovoked	PHILIPPINES	Shipwrecked; adrift on raft for 2 days & 2 nights	FATAL, two men survived, one succumbed to shark bite & exhaustion	1	0	0	0
4431	1951	Unprovoked	AUSTRALIA	Swimming	FATAL, leg severed, shark dragged him through hole in protective net	1	0	0	0
4432	1951	Invalid	NORTH ATLANTIC OCEAN	cargo ship Southern Isle sank at 04h00	Sharks fed on bodies of the drowned	0	0	0	1
4433	1951	Unprovoked	ITALY	Swimming	FATAL	1	0	0	0
4434	1951	Unprovoked	ITALY	Fishing for squid	3 fingers severed when he used his hand as bait	0	1	0	0
4435	1951	Unprovoked	AUSTRALIA	Body found on deserted luxury yacht, 38’ Christine	FATAL, abdominal wounds & right leg severed at the hip  	1	0	0	0
4436	1951	Unprovoked	GREECE	Swimming	Injured but survived	0	1	0	0
4437	1951	Unprovoked	GREECE	Swimming	FATAL, body not recovered Another man was also injured by the shark at same time (see below)	1	0	0	0
4438	1951	Unprovoked	ITALY	Diving (Hookah)	No injury	0	1	0	0
4439	1951	Unprovoked	COLUMBIA	Bathing	FATAL	1	0	0	0
4440	1951	Unprovoked	USA		Severe laceration to foot	0	1	0	0
4441	1951	Unprovoked	PACIFIC OCEAN	Fell overboard	"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later."	0	1	0	0
